TOP MOVIES BY YEAR
Source: www.dvdsreleasedates.com
Generated: June 2, 2026
3. Sonic the Hedgehog (imdb: 6.5, PG)
4. Birds of Prey (imdb: 6.1, R)
5. Dolittle (imdb: 5.6)
6. The Invisible Man (imdb: 7.1, R)
7. The Call of the Wild (imdb: 6.7, PG)
8. Onward (imdb: 7.4)
9. The Croods: A New Age (imdb: 6.9)
10. Tenet (imdb: 7.3, PG-13)
11. Wonder Woman 1984 (imdb: 5.3, PG-13)
12. The Gentlemen (imdb: 7.8, R)
13. Just Mercy (imdb: 7.6, PG-13)
14. Fantasy Island (imdb: 4.9, PG-13)
15. The New Mutants (imdb: 5.3, PG-13)
16. Like a Boss (imdb: 4.7)
17. The War with Grandpa (imdb: 5.7, PG)
18. The Grudge (imdb: 4.4)
19. Unhinged (imdb: 6.0)
20. The Photograph (imdb: 6.1, PG-13)
21. Underwater (imdb: 5.9, PG-13)
22. The Turning (imdb: 3.9, PG-13)
23. Gretel & Hansel (imdb: 5.6, PG-13)
24. Monster Hunter (imdb: 5.2, PG-13)
25. Honest Thief (imdb: 6.0, PG-13)
26. The Way Back (imdb: 6.7)
27. My Hero Academia: Heroes Rising (imdb: 7.8, PG-13)
28. News of the World (imdb: 6.8, PG-13)
29. Brahms: The Boy II (imdb: 4.7, PG-13)
30. Impractical Jokers: The Movie (imdb: 5.7, PG-13)
31. Bloodshot (imdb: 5.7, PG-13)
32. Come Play (imdb: 5.8, PG-13)
33. Emma (imdb: 6.7, PG)
34. I Still Believe (imdb: 6.5, PG)
35. Let Him Go (imdb: 6.7, R)
36. Freaky (imdb: 6.3, R)
37. Downhill (imdb: 4.9, R)
38. Weathering with You (imdb: 7.5)
39. Promising Young Woman (imdb: 7.5, R)
40. Fatale (imdb: 5.5, R)
41. The Hunt (imdb: 6.6, R)
42. The Rhythm Section (imdb: 5.4, R)
43. The SpongeBob Movie: Sponge on the Run (imdb: 5.9, PG)
44. The Broken Hearts Gallery (imdb: 6.4, PG-13)
45. Infidel (imdb: 5.6, R)
46. Portrait of a Lady on Fire (imdb: 8.0, R)
47. Bill & Ted Face the Music (imdb: 5.9, PG-13)
48. The Empty Man (imdb: 6.2, R)
49. The Last Full Measure (imdb: 6.8, R)
50. Words on Bathroom Walls (imdb: 7.2)
51. After We Collided (imdb: 5.1, R)
52. Half Brothers (imdb: 6.1, PG-13)
53. The Personal History of David Copperfield (imdb: 6.4, PG)
54. The Wretched (imdb: 5.8)
55. Pinocchio (imdb: 6.3, PG-13)
56. A Hidden Life (imdb: 7.4, PG-13)
57. The Lodge (imdb: 6.0)
58. The Rental (imdb: 5.7, R)
59. 2 Hearts (imdb: 6.3, PG-13)
60. Peninsula (imdb: 5.5)
61. The Assistant (imdb: 6.3)
62. Relic (imdb: 6.0, R)
63. Love and Monsters (imdb: 6.9, PG-13)
64. Becky (imdb: 6.1, R)

TOP MOVIES 2019
----------------------------------------
1. Avengers: Endgame (imdb: 8.4)
2. The Lion King (imdb: 6.8, PG)
3. Star Wars: Episode IX - The Rise of Skywalker (imdb: 6.3, PG-13)
4. Frozen II (imdb: 6.8, PG)
5. Toy Story 4 (imdb: 7.6)
6. Captain Marvel (imdb: 6.7)
7. Spider-Man: Far From Home (imdb: 7.3, PG-13)
8. Aladdin (imdb: 6.9, PG)
9. Joker (imdb: 8.3)
10. Jumanji: The Next Level (imdb: 6.6, PG-13)
11. It Chapter Two (imdb: 6.5, R)
12. Us (imdb: 6.8)
13. Fast & Furious Presents: Hobbs & Shaw (imdb: 6.4, PG-13)
14. John Wick: Chapter 3 - Parabellum (imdb: 7.4, R)
15. Knives Out (imdb: 7.9)
16. How to Train Your Dragon: The Hidden World (imdb: 7.4)
17. The Secret Life of Pets 2 (imdb: 6.4, PG)
18. Pokemon: Detective Pikachu (imdb: 6.5, PG)
19. Once Upon a Time in Hollywood (imdb: 7.6)
20. Shazam! (imdb: 7.0)
21. Ford v Ferrari (imdb: 8.1, PG-13)
22. Dumbo (imdb: 6.2)
23. Maleficent: Mistress of Evil (imdb: 6.6, PG)
24. Glass (imdb: 6.6, PG-13)
25. Godzilla: King of the Monsters (imdb: 6.0, PG-13)
26. The Upside (imdb: 7.1, PG-13)
27. Little Women (imdb: 7.8, PG)
28. The Lego Movie 2: The Second Part (imdb: 6.5)
29. Hustlers (imdb: 6.3, R)
30. The Addams Family (imdb: 5.9, PG)
31. Downton Abbey (imdb: 7.4, PG)
32. Rocketman (imdb: 7.3, R)
33. Alita: Battle Angel (imdb: 7.3)
34. Good Boys (imdb: 6.7, R)
35. Men in Black International (imdb: 5.6)
36. Annabelle Comes Home (imdb: 5.9, R)
37. A Madea Family Funeral (imdb: 4.8, PG-13)
38. Zombieland: Double Tap (imdb: 6.6, R)
39. Yesterday (imdb: 6.8, PG-13)
40. Angel Has Fallen (imdb: 6.4, R)
41. Scary Stories to Tell in the Dark (imdb: 6.2)
42. Spies in Disguise (imdb: 6.8, PG)
43. Dark Phoenix (imdb: 5.7, PG-13)
44. Terminator: Dark Fate (imdb: 6.2, R)
45. A Beautiful Day in the Neighborhood (imdb: 7.2, PG)
46. Abominable (imdb: 7.0, PG)
47. Dora and the Lost City of Gold (imdb: 6.1)
48. Escape Room (imdb: 6.4, PG-13)
49. Midway (imdb: 6.7, PG-13)
50. The Curse of La Llorona (imdb: 5.3)
51. Pet Sematary (imdb: 5.7)
52. What Men Want (imdb: 5.4)
53. Parasite (imdb: 8.5, R)
54. Ad Astra (imdb: 6.5, PG-13)
55. Uncut Gems (imdb: 7.4, R)
56. Isn't It Romantic (imdb: 5.9)
57. Gemini Man (imdb: 5.7, PG-13)
58. Five Feet Apart (imdb: 7.2)
59. Ma (imdb: 5.6, R)
60. Wonder Park (imdb: 5.9, PG)
61. Rambo: Last Blood (imdb: 6.1, R)
62. Playing with Fire (imdb: 5.2, PG)
63. Queen & Slim (imdb: 7.1)
64. Harriet (imdb: 6.8, PG-13)
65. A Dog's Way Home (imdb: 6.7, PG)
66. The Angry Birds Movie 2 (imdb: 6.4)
67. Breakthrough (imdb: 6.3)
68. Little (imdb: 5.6)
69. Crawl (imdb: 6.1, R)
70. The Intruder (imdb: 5.6)
71. The Hustle (imdb: 5.5, PG-13)
72. Last Christmas (imdb: 6.5, PG-13)
73. Overcomer (imdb: 6.7, PG)
74. Jojo Rabbit (imdb: 7.9, PG-13)
75. Cold Pursuit (imdb: 6.2)
76. Bombshell (imdb: 6.8, R)
77. Doctor Sleep (imdb: 7.3, R)
78. Dragon Ball Super: Broly (imdb: 7.7, PG)
79. Long Shot (imdb: 6.8)
80. Child's Play (imdb: 5.7)
81. Ready or Not (imdb: 6.9, R)
82. 21 Bridges (imdb: 6.7, R)
83. Happy Death Day 2U (imdb: 6.2)
84. Midsommar (imdb: 7.1, R)
85. Cats (imdb: 2.8, PG)
86. The Art of Racing in the Rain (imdb: 7.6)
87. Countdown (imdb: 5.4, PG-13)
88. On the Basis of Sex (imdb: 7.1)
89. Judy (imdb: 6.8)
90. Fighting with My Family (imdb: 7.0, PG-13)
91. Booksmart (imdb: 7.1, R)
92. A Dog's Journey (imdb: 7.5, PG)
93. Stuber (imdb: 6.2, R)
94. Richard Jewell (imdb: 7.5, R)
95. 47 Meters Down: Uncaged (imdb: 5.0, PG-13)
96. Black and Blue (imdb: 6.4, R)
97. Hellboy (imdb: 5.3)
98. Shaft (imdb: 6.4)
99. The Peanut Butter Falcon (imdb: 7.6, PG-13)
100. UglyDolls (imdb: 5.2)

TOP MOVIES 2018
----------------------------------------
1. Black Panther (imdb: 7.3, PG-13)
2. Avengers: Infinity War (imdb: 8.4, PG-13)
3. Incredibles 2 (imdb: 7.5, PG)
4. Jurassic World: Fallen Kingdom (imdb: 6.1, PG-13)
5. Aquaman (imdb: 6.8, PG-13)
6. Deadpool 2 (imdb: 7.6, PG-13)
7. The Grinch (imdb: 6.4, PG)
8. Mission: Impossible - Fallout (imdb: 7.7, PG-13)
9. Ant-Man and the Wasp (imdb: 7.0, PG-13)
10. Bohemian Rhapsody (imdb: 7.9, PG-13)
11. A Star Is Born (imdb: 7.6, R)
12. Solo: A Star Wars Story (imdb: 6.9, PG-13)
13. Venom (imdb: 6.6, PG-13)
14. Ralph Breaks the Internet (imdb: 7.0, PG)
15. Spider-Man: Into the Spider-Verse (imdb: 8.4, PG)
16. A Quiet Place (imdb: 7.5, PG-13)
17. Crazy Rich Asians (imdb: 6.9, PG-13)
18. Mary Poppins Returns (imdb: 6.6, PG)
19. Hotel Transylvania 3: Summer Vacation (imdb: 6.3, PG)
20. Fantastic Beasts: The Crimes of Grindelwald (imdb: 6.5, PG-13)
21. Halloween (imdb: 6.5, R)
22. The Meg (imdb: 5.7, PG-13)
23. Ocean's 8 (imdb: 6.3, PG-13)
24. Ready Player One (imdb: 7.4, PG-13)
25. Bumblebee (imdb: 6.7, PG-13)
26. Mamma Mia! Here We Go Again (imdb: 6.6, PG-13)
27. The Nun (imdb: 5.4, R)
28. Creed II (imdb: 7.1, PG-13)
29. Peter Rabbit (imdb: 6.6, PG)
30. The Mule (imdb: 7.0, R)
31. The Equalizer 2 (imdb: 6.7, R)
32. A Wrinkle in Time (imdb: 4.3, PG)
33. Fifty Shades Freed (imdb: 4.6, R)
34. Rampage (imdb: 6.1, PG-13)
35. Christopher Robin (imdb: 7.2, PG)
36. Green Book (imdb: 8.2, PG-13)
37. I Can Only Imagine (imdb: 7.3)
38. Smallfoot (imdb: 6.6, PG)
39. The Post (imdb: 7.2, PG-13)
40. Night School (imdb: 5.6, PG-13)
41. The First Purge (imdb: 5.2, R)
42. Game Night (imdb: 6.9, R)
43. The House with a Clock in its Walls (imdb: 6.1, PG)
44. Book Club (imdb: 6.1, PG-13)
45. Skyscraper (imdb: 5.8, PG-13)
46. Insidious: The Last Key (imdb: 5.7, PG-13)
47. Instant Family (imdb: 7.3, PG-13)
48. Blockers (imdb: 6.2, R)
49. Pacific Rim Uprising (imdb: 5.6, PG-13)
50. Maze Runner: The Death Cure (imdb: 6.3, PG-13)
51. Tomb Raider (imdb: 6.3, PG-13)
52. The Nutcracker and the Four Realms (imdb: 5.6, PG)
53. Tag (imdb: 6.5, R)
54. A Simple Favor (imdb: 6.7, R)
55. Life of the Party (imdb: 5.6, PG-13)
56. The Predator (imdb: 5.3, R)
57. Overboard (imdb: 6.0, PG-13)
58. Sicario: Day of the Soldado (imdb: 7.1, R)
59. I Feel Pretty (imdb: 5.7, PG-13)
60. BlacKkKlansman (imdb: 7.5, R)
61. Vice (imdb: 7.2, R)
62. Red Sparrow (imdb: 6.6, R)
63. Goosebumps 2: Haunted Halloween (imdb: 5.6, PG)
64. Breaking In (imdb: 5.5, PG-13)
65. 12 Strong (imdb: 6.6, R)
66. Den of Thieves (imdb: 7.0, R)
67. First Man (imdb: 7.3, PG-13)
68. Hereditary (imdb: 7.3, R)
69. Tyler Perry's Acrimony (imdb: 5.9, R)
70. Sherlock Gnomes (imdb: 5.3, PG)
71. Uncle Drew (imdb: 5.8, PG-13)
72. Widows (imdb: 6.8, R)
73. Love, Simon (imdb: 7.5, PG-13)
74. Truth or Dare (imdb: 5.3, PG-13)
75. Paddington 2 (imdb: 7.8, PG)
76. Second Act (imdb: 5.8, PG-13)
77. The Commuter (imdb: 6.3, PG-13)
78. The 15:17 to Paris (imdb: 5.3, PG-13)
79. Mile 22 (imdb: 6.1, R)
80. Alpha (imdb: 6.6, PG-13)
81. Peppermint (imdb: 6.5, R)
82. The Favourite (imdb: 7.5, R)
83. Death Wish (imdb: 6.3, R)
84. The Spy Who Dumped Me (imdb: 6.1, R)
85. Annihilation (imdb: 6.8, R)
86. Isle of Dogs (imdb: 7.8, PG-13)
87. Nobody's Fool (imdb: 5.0, R)
88. Adrift (imdb: 6.6, PG-13)
89. Robin Hood (imdb: 5.4, PG-13)
90. Super Troopers 2 (imdb: 6.0, R)
91. Holmes and Watson (imdb: 3.9, PG-13)
92. Slender Man (imdb: 3.3, PG-13)
93. I, Tonya (imdb: 7.5, R)
94. Hostiles (imdb: 7.2, R)
95. The Hate U Give (imdb: 7.5, PG-13)
96. Teen Titans Go! To the Movies (imdb: 6.7, PG)
97. Molly's Game (imdb: 7.4, R)
98. Searching (imdb: 7.6, PG-13)
99. Winchester (imdb: 5.5, PG-13)
100. The Strangers: Prey at Night (imdb: 5.3, R)

TOP MOVIES 2017
----------------------------------------
1. Star Wars: Episode VIII - The Last Jedi (imdb: 6.8, PG-13)
2. Beauty and the Beast (imdb: 7.1, PG)
3. Wonder Woman (imdb: 7.3, PG-13)
4. Jumanji: Welcome to the Jungle (imdb: 6.9, PG-13)
5. Guardians of the Galaxy Vol 2 (imdb: 7.6, PG-13)
6. Spider-Man: Homecoming (imdb: 7.4, PG-13)
7. It (imdb: 7.3, R)
8. Thor: Ragnarok (imdb: 7.9, PG-13)
9. Despicable Me 3 (imdb: 6.3, PG)
10. Justice League (imdb: 6.0, PG-13)
11. Logan (imdb: 8.1)
12. The Fate of the Furious (imdb: 6.6, PG-13)
13. Coco (imdb: 8.4, PG)
14. Dunkirk (imdb: 7.8, PG-13)
15. Get Out (imdb: 7.8, R)
16. The Lego Batman Movie (imdb: 7.3, PG)
17. The Greatest Showman (imdb: 7.5, PG)
18. The Boss Baby (imdb: 6.3, PG)
19. Pirates of the Caribbean: Dead Men Tell No Tales (imdb: 6.5, PG-13)
20. Hidden Figures (imdb: 7.8, PG)
21. Kong: Skull Island (imdb: 6.7, PG-13)
22. Cars 3 (imdb: 6.7, G)
23. War for the Planet of the Apes (imdb: 7.4, PG-13)
24. Split (imdb: 7.3, PG-13)
25. Wonder (imdb: 7.9, PG)
26. Transformers: The Last Knight (imdb: 5.2, PG-13)
27. Fifty Shades Darker (imdb: 4.6, R)
28. Girls Trip (imdb: 6.2, R)
29. Pitch Perfect 3 (imdb: 5.8, PG-13)
30. Daddy's Home 2 (imdb: 6.1, PG-13)
31. Baby Driver (imdb: 7.5, R)
32. Murder on the Orient Express (imdb: 6.5, PG-13)
33. Kingsman: The Golden Circle (imdb: 6.7, R)
34. Annabelle: Creation (imdb: 6.5, R)
35. Blade Runner 2049 (imdb: 8.0, R)
36. John Wick: Chapter 2 (imdb: 7.4, R)
37. The Emoji Movie (imdb: 3.5, PG)
38. Power Rangers (imdb: 5.9, PG-13)
39. Ferdinand (imdb: 6.7, PG)
40. The Mummy (imdb: 5.4, PG-13)
41. Alien Covenant (imdb: 6.4, R)
42. Captain Underpants: The First Epic Movie (imdb: 6.2, PG)
43. A Bad Moms Christmas (imdb: 5.6, R)
44. The Hitman's Bodyguard (imdb: 6.9, R)
45. A Dog's Purpose (imdb: 7.3, PG)
46. The Shape of Water (imdb: 7.3, R)
47. The LEGO Ninjago Movie (imdb: 6.1, PG)
48. Baywatch (imdb: 5.5, R)
49. The Shack (imdb: 6.3, PG-13)
50. Darkest Hour (imdb: 7.4, PG-13)
51. Happy Death Day (imdb: 6.6, PG-13)
52. Three Billboards Outside Ebbing, Missouri (imdb: 8.1, R)
53. Lion (imdb: 8.0, PG-13)
54. American Made (imdb: 7.2, R)
55. Atomic Blonde (imdb: 6.7, R)
56. Lady Bird (imdb: 7.4, R)
57. The Dark Tower (imdb: 5.6, PG-13)
58. Boo 2! A Madea Halloween (imdb: 4.1, PG-13)
59. Snatched (imdb: 4.7, R)
60. The Great Wall (imdb: 5.9, PG-13)
61. Going in Style (imdb: 6.6, PG-13)
62. Smurfs: The Lost Village (imdb: 6.0, PG)
63. All Eyez on Me (imdb: 5.9, R)
64. xXx: Return of Xander Cage (imdb: 5.2, PG-13)
65. 47 Meters Down (imdb: 5.6, PG-13)
66. The Star (imdb: 6.3, PG)
67. Ghost in the Shell (imdb: 6.3, PG-13)
68. Valerian and the City of a Thousand Planets (imdb: 6.4, PG-13)
69. The Big Sick (imdb: 7.5, R)
70. King Arthur: Legend of the Sword (imdb: 6.7, PG-13)
71. Jigsaw (imdb: 5.7, R)
72. American Assassin (imdb: 6.2, R)
73. The Foreigner (imdb: 7.0, R)
74. Everything, Everything (imdb: 6.3, PG-13)
75. Wind River (imdb: 7.7, R)
76. Geostorm (imdb: 5.4, PG-13)
77. Monster Trucks (imdb: 5.7, PG)
78. Fist Fight (imdb: 5.6, R)
79. How to Be a Latin Lover (imdb: 6.0, PG-13)
80. Patriots Day (imdb: 7.3, R)
81. Kidnap (imdb: 5.9, R)
82. Underworld Blood Wars (imdb: 5.8, R)
83. The Mountain Between Us (imdb: 6.4, PG-13)
84. Life (imdb: 6.6, R)
85. Logan Lucky (imdb: 7.0, PG-13)
86. Rings (imdb: 4.5, PG-13)
87. Home Again (imdb: 5.8, PG-13)
88. Resident Evil: The Final Chapter (imdb: 5.5, R)
89. The Nut Job 2: Nutty by Nature (imdb: 5.5, PG)
90. The House (imdb: 5.6, R)
91. All the Money in the World (imdb: 6.8, R)
92. Gifted (imdb: 7.6, PG-13)
93. Downsizing (imdb: 5.8, R)
94. The Bye Bye Man (imdb: 4.3, PG-13)
95. Victoria and Abdul (imdb: 6.8)
96. Rough Night (imdb: 5.3, R)
97. My Little Pony: The Movie (imdb: 6.1, PG)
98. Leap! (imdb: 6.8, PG)
99. The Disaster Artist (imdb: 7.3, R)
100. Sleepless (imdb: 5.6, R)

TOP MOVIES 2016
----------------------------------------
1. Rogue One: A Star Wars Story (imdb: 7.8, PG-13)
2. Finding Dory (imdb: 7.2, PG)
3. Captain America 3 Civil War (imdb: 7.8, PG-13)
4. The Secret Life of Pets (imdb: 6.5, PG)
5. The Jungle Book (imdb: 7.3, PG)
6. Deadpool (imdb: 8.0, R)
7. Zootopia (imdb: 8.0, PG)
8. Batman v Superman: Dawn of Justice (imdb: 6.4, PG-13)
9. Suicide Squad (imdb: 5.9, PG-13)
10. Sing (imdb: 7.1, PG)
11. Moana (imdb: 7.6, PG)
12. Fantastic Beasts and Where to Find Them (imdb: 7.2, PG-13)
13. Doctor Strange (imdb: 7.5, PG-13)
14. The Revenant (imdb: 8.0, R)
15. Jason Bourne (imdb: 6.6, PG-13)
16. Star Trek Beyond (imdb: 7.0, PG-13)
17. X-Men: Apocalypse (imdb: 6.8, PG-13)
18. Trolls (imdb: 6.4, PG)
19. La La Land (imdb: 8.0)
20. Kung Fu Panda 3 (imdb: 7.1, PG)
21. Ghostbusters (imdb: 6.8, PG-13)
22. Central Intelligence (imdb: 6.3, PG-13)
23. The Legend of Tarzan (imdb: 6.2, PG-13)
24. Sully (imdb: 7.4, PG-13)
25. Bad Moms (imdb: 6.2, R)
26. The Angry Birds Movie (imdb: 6.3, PG)
27. Independence Day: Resurgence (imdb: 5.2, PG-13)
28. The Conjuring 2 (imdb: 7.3, R)
29. Arrival (imdb: 7.9, PG-13)
30. Passengers (imdb: 7.0, PG-13)
31. Sausage Party (imdb: 6.1, R)
32. The Magnificent Seven (imdb: 6.9, PG-13)
33. Ride Along 2 (imdb: 5.9, PG-13)
34. Don't Breathe (imdb: 7.1, R)
35. Miss Peregrine's Home for Peculiar Children (imdb: 6.7)
36. The Accountant (imdb: 7.3, R)
37. Teenage Mutant Ninja Turtles 2 Out of the Shadows (imdb: 5.9, PG-13)
38. The Purge: Election Year (imdb: 6.0, R)
39. Alice Through the Looking Glass (imdb: 6.2, PG)
40. Pete's Dragon (imdb: 6.7, PG)
41. The Girl on the Train (imdb: 6.5, R)
42. Boo! A Madea Halloween (imdb: 4.7, PG-13)
43. Storks (imdb: 6.8, PG)
44. 10 Cloverfield Lane (imdb: 7.2, PG-13)
45. Lights Out (imdb: 6.3, PG-13)
46. Hacksaw Ridge (imdb: 8.1, R)
47. The Divergent Series: Allegiant (imdb: 5.7, PG-13)
48. Now You See Me 2 (imdb: 6.4, PG-13)
49. Ice Age 5 Collision Course (imdb: 5.7, PG)
50. The Boss (imdb: 5.4, R)
51. London Has Fallen (imdb: 5.9, R)
52. Miracles from Heaven (imdb: 7.1, PG)
53. Deepwater Horizon (imdb: 7.1, PG-13)
54. Why Him? (imdb: 6.2, R)
55. My Big Fat Greek Wedding 2 (imdb: 6.0, PG-13)
56. Jack Reacher 2 Never Go Back (imdb: 6.2, PG-13)
57. Fences (imdb: 7.2, PG-13)
58. Me Before You (imdb: 7.4, PG-13)
59. The BFG (imdb: 6.3, PG)
60. Neighbors 2 Sorority Rising (imdb: 5.7, R)
61. The Shallows (imdb: 6.3, PG-13)
62. Office Christmas Party (imdb: 5.9, R)
63. Assassin's Creed (imdb: 5.6, PG-13)
64. Barbershop 3 The Next Cut (imdb: 5.9, PG-13)
65. 13 Hours: The Secret Soldiers of Benghazi (imdb: 7.3, R)
66. Kubo and the Two Strings (imdb: 7.7, PG)
67. The Huntsman Winter's War (imdb: 6.1, PG-13)
68. Manchester by the Sea (imdb: 7.8, R)
69. Warcraft (imdb: 6.7, PG-13)
70. How to Be Single (imdb: 6.1, R)
71. Mike and Dave Need Wedding Dates (imdb: 6.0, R)
72. War Dogs (imdb: 7.1, R)
73. Almost Christmas (imdb: 6.2, PG-13)
74. Money Monster (imdb: 6.5, R)
75. Allied (imdb: 7.1, R)
76. Nerve (imdb: 6.5, PG-13)
77. Risen (imdb: 6.4, PG-13)
78. The Nice Guys (imdb: 7.4, R)
79. The Boy (imdb: 6.0, PG-13)
80. Dirty Grandpa (imdb: 5.9, R)
81. The 5th Wave (imdb: 5.2, PG-13)
82. Ouija 2: Origin of Evil (imdb: 6.2, PG-13)
83. Inferno (imdb: 6.2, PG-13)
84. Mother's Day (imdb: 5.7, PG-13)
85. Gods of Egypt (imdb: 5.4, PG-13)
86. Collateral Beauty (imdb: 6.8, PG-13)
87. Hail, Caesar! (imdb: 6.3, PG-13)
88. When the Bough Breaks (imdb: 5.2, PG-13)
89. Zoolander 2 (imdb: 4.7, PG-13)
90. The Finest Hours (imdb: 6.7, PG-13)
91. Florence Foster Jenkins (imdb: 6.8, PG-13)
92. Hell or High Water (imdb: 7.6, R)
93. The Forest (imdb: 4.8, R)
94. Ben-Hur (imdb: 5.7, PG-13)
95. Moonlight (imdb: 7.4, R)
96. The Witch (imdb: 7.0, R)
97. Bridget Jones's Baby (imdb: 6.4, R)
98. Kevin Hart: What Now? (imdb: 6.0, R)
99. Whiskey Tango Foxtrot (imdb: 6.6, R)
100. Snowden (imdb: 7.3, R)

TOP MOVIES 2015
----------------------------------------
1. Star Wars Episode VII The Force Awakens (imdb: 7.7, PG-13)
2. Jurassic World (imdb: 6.9, PG-13)
3. The Avengers 2: Age of Ultron (imdb: 7.3, PG-13)
4. Inside Out (imdb: 8.1, PG)
5. Furious 7 (imdb: 7.1, PG-13)
6. American Sniper (imdb: 7.3, R)
7. Minions (imdb: 6.4, PG)
8. The Hunger Games: Mockingjay Part 2 (imdb: 6.6, PG-13)
9. The Martian (imdb: 8.0, PG-13)
10. Cinderella (imdb: 6.9, PG)
11. Spectre (imdb: 6.8, PG-13)
12. Mission: Impossible 5 Rogue Nation (imdb: 7.4, PG-13)
13. Pitch Perfect 2 (imdb: 6.4, PG-13)
14. Ant-Man (imdb: 7.2, PG-13)
15. Home (imdb: 6.5, PG)
16. Hotel Transylvania 2 (imdb: 6.6, PG)
17. Fifty Shades of Grey (imdb: 4.2, R)
18. SpongeBob SquarePants 2 Sponge Out of Water (imdb: 6.0, PG)
19. Straight Outta Compton (imdb: 7.8, R)
20. San Andreas (imdb: 6.1, PG-13)
21. Mad Max: Fury Road (imdb: 8.1, R)
22. Daddy's Home (imdb: 6.2, PG-13)
23. The Peanuts Movie (imdb: 7.0, G)
24. Insurgent (imdb: 6.2, PG-13)
25. Kingsman: The Secret Service (imdb: 7.7, R)
26. The Good Dinosaur (imdb: 6.7, PG)
27. Spy (imdb: 7.0, R)
28. Trainwreck (imdb: 6.2, R)
29. Creed (imdb: 7.6, PG-13)
30. Tomorrowland (imdb: 6.4, PG)
31. Get Hard (imdb: 6.0, R)
32. Terminator Genisys (imdb: 6.3, PG-13)
33. Taken 3 (imdb: 6.0, PG-13)
34. Sisters (imdb: 6.0, R)
35. Alvin and the Chipmunks: The Road Chip (imdb: 5.0, PG)
36. Maze Runner 2: Scorch Trials (imdb: 6.3, PG-13)
37. Ted 2 (imdb: 6.3, R)
38. Goosebumps (imdb: 6.3, PG)
39. Pixels (imdb: 5.6, PG-13)
40. Paddington (imdb: 7.3, PG)
41. The Intern (imdb: 7.1, PG-13)
42. Bridge of Spies (imdb: 7.6, PG-13)
43. Paul Blart: Mall Cop 2 (imdb: 4.5, PG)
44. The Big Short (imdb: 7.8, R)
45. War Room (imdb: 6.5, PG)
46. Magic Mike XXL (imdb: 5.6, R)
47. The Visit (imdb: 6.3, PG-13)
48. The Wedding Ringer (imdb: 6.6, R)
49. Black Mass (imdb: 6.8, R)
50. Vacation (imdb: 6.2, R)
51. The Perfect Guy (imdb: 5.6, PG-13)
52. Joy (imdb: 6.6, PG-13)
53. Fantastic Four (imdb: 4.3, PG-13)
54. The Hateful Eight (imdb: 7.8, R)
55. Focus (imdb: 6.6, R)
56. Southpaw (imdb: 7.3, R)
57. Insidious: Chapter 3 (imdb: 6.1, PG-13)
58. Selma (imdb: 7.5, PG-13)
59. Poltergeist (imdb: 4.9, PG-13)
60. Jupiter Ascending (imdb: 5.3, PG-13)
61. Sicario (imdb: 7.7, R)
62. The Man from U.N.C.L.E. (imdb: 7.2, PG-13)
63. Spotlight (imdb: 8.1, R)
64. McFarland USA (imdb: 7.4, PG)
65. The Gift (imdb: 7.0, R)
66. Everest (imdb: 7.1, PG-13)
67. The Night Before (imdb: 6.4, R)
68. Max (imdb: 6.6, PG)
69. Krampus (imdb: 6.2, PG-13)
70. The Age of Adaline (imdb: 7.2, PG-13)
71. Brooklyn (imdb: 7.5, PG-13)
72. The Longest Ride (imdb: 7.0, PG-13)
73. The Boy Next Door (imdb: 4.7, R)
74. Pan (imdb: 5.7, PG)
75. Concussion (imdb: 7.1, PG-13)
76. Hot Pursuit (imdb: 5.2, PG-13)
77. The DUFF (imdb: 6.4, PG-13)
78. Woman in Gold (imdb: 7.3, PG-13)
79. The Second Best Exotic Marigold Hotel (imdb: 6.5, PG)
80. Entourage (imdb: 6.5, R)
81. Paper Towns (imdb: 6.2, PG-13)
82. Chappie (imdb: 6.8, R)
83. Unfriended (imdb: 5.6, R)
84. Crimson Peak (imdb: 6.5, R)
85. A Walk in the Woods (imdb: 6.4, R)
86. Point Break (imdb: 5.3, PG-13)
87. Sinister 2 (imdb: 5.3, R)
88. The Last Witch Hunter (imdb: 5.9, PG-13)
89. No Escape (imdb: 6.8, R)
90. Ricki and the Flash (imdb: 6.0, PG-13)
91. The Woman in Black 2: Angel of Death (imdb: 4.8, PG-13)
92. Run All Night (imdb: 6.6, R)
93. Love the Coopers (imdb: 5.8, PG-13)
94. The Lazarus Effect (imdb: 5.2, PG-13)
95. Ex Machina (imdb: 7.7, R)
96. In the Heart of the Sea (imdb: 6.9, PG-13)
97. The Gallows (imdb: 4.3, R)
98. Hitman Agent 47 (imdb: 5.7, R)
99. Project Almanac (imdb: 6.4, PG-13)
100. Black or White (imdb: 6.7, PG-13)

TOP MOVIES 2014
----------------------------------------
1. The Hunger Games: Mockingjay Part 1 (imdb: 6.6, PG-13)
2. Guardians of the Galaxy (imdb: 8.0, PG-13)
3. Captain America: The Winter Soldier (imdb: 7.7, PG-13)
4. The Lego Movie (imdb: 7.7, PG)
5. The Hobbit 3: The Battle of the Five Armies (imdb: 7.4, R)
6. Transformers Age Of Extinction (imdb: 5.6, PG-13)
7. Maleficent (imdb: 6.9, PG)
8. X-Men: Days of Future Past (imdb: 7.9, PG-13)
9. Big Hero 6 (imdb: 7.8, PG)
10. Dawn of the Planet of the Apes (imdb: 7.6, PG-13)
11. The Amazing Spider-Man 2 (imdb: 6.6, PG-13)
